,Total Amount Funded,Monthly PAYMENT,Home Ownership,Monthly Income,Approx. Fico Score,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Last Delinquency,Last Record,EmployedCat,Status
29096,10000,339.25,RENT,3167.0,695.0,18.0,2704.0,20.3,2.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
29097,10000,339.25,RENT,1916.67,695.0,20.0,4757.0,18.3,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29098,10000,339.25,RENT,5833.33,695.0,22.0,15651.0,94.3,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29099,10000,339.25,RENT,2916.67,695.0,18.0,9204.0,84.4,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29100,10000,339.25,RENT,5383.33,695.0,20.0,8953.0,79.9,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29101,10000,339.25,RENT,3441.67,695.0,16.0,14246.0,74.2,0.0,LAST TEN,LAST TEN,10_YRS_PLUS,Not Delinquent
29102,10000,339.25,RENT,3333.33,695.0,21.0,15004.0,86.7,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29103,10000,339.25,RENT,4166.67,695.0,26.0,6708.0,69.9,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Delinquent
29104,10000,339.25,RENT,9166.67,695.0,22.0,14632.0,47.8,4.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29107,10000,339.25,RENT,4000.0,695.0,30.0,8971.0,64.1,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
29108,10000,339.25,RENT,2500.0,695.0,20.0,10491.0,55.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29110,10000,339.26,MORTGAGE,6307.42,695.0,23.0,18823.0,64.9,0.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
29111,10000,339.31,MORTGAGE,4000.0,695.0,14.0,9410.0,84.8,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29112,10000,339.31,RENT,7000.0,695.0,10.0,7939.0,92.2,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29113,10000,339.31,RENT,7166.67,695.0,12.0,5129.0,91.6,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29114,13000,339.31,RENT,3583.33,669.0,21.0,461.0,76.8,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
29115,10000,339.31,MORTGAGE,4166.67,695.0,7.0,5263.0,63.4,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29116,10000,339.31,MORTGAGE,4166.67,695.0,15.0,8899.0,47.6,2.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29117,10000,339.31,RENT,5166.67,695.0,11.0,4556.0,18.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29118,10000,339.31,RENT,11050.0,695.0,11.0,10488.0,87.4,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29119,10000,339.31,MORTGAGE,6250.0,695.0,19.0,2262.0,55.2,2.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
29120,10000,339.31,RENT,5583.33,695.0,14.0,8592.0,97.4,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29121,10000,339.31,RENT,3000.0,669.0,16.0,12626.0,83.0,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29122,10000,339.31,RENT,2200.0,669.0,12.0,8032.0,78.0,0.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
29123,10000,339.31,RENT,5416.67,695.0,11.0,7876.0,67.7,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29124,10000,339.31,RENT,3166.67,695.0,16.0,13221.0,63.8,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29125,10000,339.31,RENT,7083.33,695.0,9.0,6680.0,56.6,1.0,LAST FIVE,LAST TEN,5_TO_9_YRS,Not Delinquent
29126,10000,339.31,RENT,5000.0,669.0,29.0,6107.0,56.5,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29127,10000,339.31,MORTGAGE,4595.0,695.0,21.0,2963.0,48.6,3.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29128,10000,339.31,RENT,6000.0,695.0,13.0,11088.0,94.0,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29129,10000,339.31,OWN,3750.0,695.0,20.0,11785.0,86.0,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29130,10000,339.31,RENT,3333.33,669.0,11.0,8818.0,72.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29131,10000,339.31,RENT,7000.0,695.0,10.0,6046.0,68.7,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29132,10000,339.31,OWN,2083.33,695.0,14.0,10251.0,51.0,2.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29133,10000,339.31,MORTGAGE,5000.0,695.0,17.0,8578.0,49.9,2.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29134,10000,339.31,MORTGAGE,3800.0,695.0,15.0,790.0,22.6,3.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
29135,10000,339.31,RENT,3166.67,695.0,12.0,26079.0,93.5,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29137,10000,339.31,RENT,5000.0,695.0,17.0,22174.0,86.6,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29138,10000,339.31,RENT,5166.67,669.0,20.0,16462.0,79.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29139,10000,339.31,RENT,3750.0,669.0,16.0,12226.0,68.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29140,10000,339.31,MORTGAGE,6000.0,695.0,16.0,4966.0,47.3,2.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
29141,10000,339.31,MORTGAGE,3268.0,695.0,31.0,4196.0,47.1,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29142,10000,339.31,MORTGAGE,3333.33,695.0,20.0,14247.0,53.1,1.0,LAST YEAR,NEVER,5_TO_9_YRS,Delinquent
29143,10000,339.31,MORTGAGE,2970.0,695.0,16.0,7622.0,78.6,3.0,NEVER,LAST TEN,0_TO_4_YRS,Not Delinquent
29144,10000,339.31,RENT,3825.0,695.0,12.0,8936.0,48.3,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29145,10000,339.31,RENT,2500.0,669.0,11.0,2780.0,32.0,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29146,10000,339.31,RENT,4100.0,695.0,37.0,5598.0,21.0,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29147,10000,339.31,MORTGAGE,3000.0,669.0,17.0,6940.0,83.6,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29149,10000,339.31,MORTGAGE,5833.33,669.0,27.0,13340.0,69.8,0.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
29150,10000,339.31,RENT,3500.0,695.0,32.0,9010.0,47.2,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29151,10000,339.31,RENT,5000.0,669.0,18.0,9575.0,40.4,0.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
29152,10000,339.31,MORTGAGE,5166.67,695.0,30.0,5665.0,33.7,2.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29153,10000,339.31,RENT,5416.67,695.0,17.0,14292.0,69.5,2.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29155,10000,339.31,RENT,4000.0,695.0,21.0,4293.0,48.2,3.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29156,10750,339.31,MORTGAGE,6750.0,732.0,24.0,9085.0,27.8,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29157,10000,339.31,MORTGAGE,5416.67,695.0,30.0,7811.0,38.1,2.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
29158,10000,339.31,RENT,6833.33,695.0,27.0,18918.0,90.4,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29160,10000,339.31,OWN,6000.0,695.0,18.0,9874.0,52.2,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29161,10000,339.31,MORTGAGE,6920.83,695.0,25.0,25415.0,73.2,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29162,10000,339.31,MORTGAGE,2500.0,669.0,18.0,2227.0,31.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29163,10000,339.31,RENT,5250.0,695.0,20.0,8718.0,59.3,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29164,10000,339.31,RENT,3000.0,695.0,29.0,14088.0,54.8,3.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
29165,10000,339.31,RENT,3750.0,669.0,21.0,11188.0,74.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29167,10000,339.31,MORTGAGE,7300.0,695.0,42.0,5576.0,30.3,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29168,14750,339.32,MORTGAGE,5375.0,695.0,12.0,24373.0,67.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29169,10850,339.4,RENT,10000.0,770.0,9.0,6055.0,17.3,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29170,14500,339.43,MORTGAGE,3330.0,732.0,30.0,11351.0,23.4,5.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29171,15050,339.44,RENT,5416.67,732.0,28.0,5277.0,20.7,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29172,10950,339.56,OWN,2833.33,770.0,29.0,3567.0,16.2,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29173,10000,339.6,RENT,5966.67,669.0,6.0,5261.0,73.1,2.0,LAST FIVE,JUST NOW,5_TO_9_YRS,Delinquent
29174,11000,339.6,RENT,2700.0,770.0,12.0,6327.0,27.3,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29175,11000,339.6,RENT,6905.25,732.0,33.0,12384.0,54.7,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29176,11000,339.6,RENT,3750.0,770.0,14.0,4308.0,13.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29178,11000,339.6,RENT,3747.96,770.0,13.0,10586.0,20.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29179,10000,339.6,RENT,8333.33,669.0,14.0,21162.0,57.7,0.0,JUST NOW,JUST NOW,0_TO_4_YRS,Not Delinquent
29180,11000,339.6,MORTGAGE,5666.67,790.0,31.0,2881.0,8.8,5.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29182,15625,339.65,MORTGAGE,6166.67,790.0,22.0,2957.0,10.8,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29183,11200,339.67,MORTGAGE,5000.0,770.0,13.0,6812.0,37.4,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29184,11200,339.67,RENT,3800.0,770.0,16.0,1731.0,26.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29185,11200,339.67,RENT,2571.0,790.0,33.0,9467.0,32.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29187,11200,339.67,RENT,5500.0,770.0,33.0,5305.0,5.0,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29188,10000,339.69,MORTGAGE,8333.33,695.0,11.0,61.0,2.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29189,10000,339.69,MORTGAGE,3916.67,695.0,6.0,10047.0,92.2,1.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
29190,10000,339.69,RENT,4166.67,695.0,11.0,8006.0,90.0,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29191,10000,339.69,RENT,5000.0,695.0,14.0,6749.0,91.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29192,10000,339.69,MORTGAGE,3750.0,695.0,20.0,24223.0,72.7,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29193,10000,339.69,RENT,5958.33,695.0,17.0,8989.0,79.5,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29194,10000,339.69,RENT,3958.33,695.0,14.0,8751.0,75.5,0.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
29196,10000,339.69,MORTGAGE,9080.0,695.0,28.0,21476.0,37.9,2.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
29197,10000,339.69,MORTGAGE,8083.33,695.0,18.0,9063.0,26.1,1.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
29198,10000,339.69,RENT,2666.67,695.0,41.0,10624.0,62.9,4.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29199,10000,339.69,OWN,4583.33,695.0,29.0,16121.0,39.1,0.0,NEVER,NEVER,10_YRS_PLUS,Delinquent
29200,10000,339.69,RENT,9166.67,695.0,37.0,1584.0,49.5,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29201,10000,339.69,MORTGAGE,5083.33,695.0,37.0,10046.0,46.3,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29202,10000,339.69,RENT,3882.08,695.0,22.0,9114.0,57.0,0.0,LAST TEN,NEVER,0_TO_4_YRS,Delinquent
29203,10000,339.69,MORTGAGE,9000.0,695.0,40.0,23464.0,31.1,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29204,12000,339.81,MORTGAGE,8417.0,669.0,35.0,11698.0,99.1,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29205,16800,339.84,MORTGAGE,4450.0,790.0,23.0,5979.0,20.8,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29206,10000,339.89,MORTGAGE,4970.83,695.0,21.0,5054.0,82.5,0.0,LAST FIVE,LAST TEN,10_YRS_PLUS,Not Delinquent
29207,10000,339.89,MORTGAGE,4417.0,695.0,22.0,8981.0,81.6,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29208,10000,339.89,RENT,2833.33,695.0,20.0,10224.0,79.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29209,10000,339.89,RENT,4933.33,695.0,10.0,12317.0,83.8,0.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
29210,10000,339.89,RENT,6666.67,695.0,20.0,11509.0,74.7,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29211,10000,339.89,RENT,3167.0,695.0,14.0,10451.0,69.7,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29212,10000,339.89,MORTGAGE,8333.0,695.0,30.0,0.0,0.0,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29213,10000,339.89,RENT,10000.0,695.0,13.0,8130.0,55.0,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29215,10000,339.89,MORTGAGE,7583.33,695.0,28.0,10116.0,88.6,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29216,10000,339.89,MORTGAGE,5416.67,695.0,29.0,11278.0,82.9,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29217,10000,339.89,MORTGAGE,6383.33,732.0,16.0,23109.0,75.2,5.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29218,10000,339.89,RENT,4037.5,695.0,15.0,16044.0,30.8,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29219,10000,339.89,RENT,2698.0,695.0,17.0,9104.0,14.2,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29220,10000,339.89,MORTGAGE,4800.0,695.0,28.0,7162.0,31.6,4.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
29221,10000,339.94,RENT,4125.0,669.0,9.0,0.0,0.0,0.0,LAST FIVE,JUST NOW,5_TO_9_YRS,Not Delinquent
29223,13600,339.98,MORTGAGE,4250.0,695.0,20.0,15708.0,79.7,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29224,10175,340.01,MORTGAGE,3500.0,695.0,34.0,27276.0,76.0,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29225,13750,340.03,RENT,3000.0,695.0,34.0,16216.0,81.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29226,13100,340.04,RENT,3333.33,669.0,28.0,15008.0,87.8,2.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
29227,9900,340.05,RENT,4166.67,669.0,19.0,10259.0,81.4,0.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
29230,14000,340.09,MORTGAGE,4000.0,695.0,26.0,12801.0,42.8,1.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
29231,12500,340.14,MORTGAGE,8333.33,695.0,7.0,2094.0,27.6,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29232,14000,340.16,RENT,6250.0,695.0,14.0,6492.0,67.6,1.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
29233,14000,340.16,RENT,5000.0,695.0,11.0,6952.0,33.4,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29234,14000,340.16,MORTGAGE,5833.33,695.0,32.0,2608.0,21.0,2.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29235,10000,340.18,RENT,4166.67,695.0,13.0,7246.0,48.0,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29236,10000,340.18,RENT,3041.67,695.0,11.0,13233.0,89.4,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29237,10000,340.18,RENT,4833.33,695.0,10.0,27772.0,72.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29238,10000,340.18,RENT,7083.33,695.0,18.0,27111.0,87.5,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
29240,10000,340.18,RENT,4416.67,669.0,32.0,8595.0,58.7,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29241,10000,340.18,RENT,5000.0,695.0,16.0,27860.0,89.4,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29242,10000,340.18,RENT,10000.0,695.0,20.0,14224.0,60.0,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29243,10000,340.18,RENT,2427.17,695.0,23.0,5644.0,40.4,2.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29244,10000,340.18,MORTGAGE,4166.67,669.0,35.0,14000.0,63.9,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29245,10000,340.18,OWN,2416.67,695.0,27.0,13146.0,22.4,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29246,10000,340.18,MORTGAGE,6887.61,695.0,28.0,13458.0,63.2,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29247,10000,340.18,RENT,4250.0,695.0,17.0,10374.0,52.4,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29248,10000,340.18,MORTGAGE,5000.0,695.0,47.0,16832.0,46.1,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29249,10000,340.18,RENT,4666.67,695.0,25.0,16617.0,44.9,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29250,10000,340.18,RENT,1610.67,695.0,23.0,7972.0,28.3,1.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
29251,13000,340.24,MORTGAGE,5416.67,695.0,24.0,14558.0,95.8,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29252,13000,340.24,RENT,3125.0,669.0,9.0,11242.0,89.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29253,15775,340.24,OWN,3333.33,790.0,27.0,8.0,0.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29254,13000,340.24,RENT,4583.33,669.0,35.0,10520.0,47.8,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29256,11000,340.34,MORTGAGE,10500.0,770.0,23.0,10636.0,14.4,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29257,11000,340.36,OWN,5833.33,790.0,23.0,31593.0,6.7,1.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
29258,15050,340.36,RENT,6133.33,732.0,20.0,15176.0,85.7,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29259,11000,340.36,MORTGAGE,3291.67,770.0,24.0,3086.0,9.1,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29261,13750,340.4,MORTGAGE,3900.0,669.0,12.0,23752.0,70.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29262,10000,340.42,RENT,9416.67,695.0,24.0,17397.0,95.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29264,10000,340.42,RENT,7083.33,669.0,26.0,6608.0,53.7,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
29265,10000,340.42,RENT,8000.0,669.0,25.0,2280.0,13.9,5.0,LAST FIVE,NEVER,10_YRS_PLUS,Delinquent
29266,10000,340.42,MORTGAGE,6708.0,669.0,30.0,9781.0,66.1,0.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
29267,14800,340.47,OWN,5000.0,695.0,11.0,14495.0,71.6,0.0,NEVER,LAST TEN,5_TO_9_YRS,Not Delinquent
29269,10725,340.56,RENT,3600.0,732.0,12.0,8944.0,33.5,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
29270,10000,340.57,RENT,2500.0,650.0,6.0,1863.0,51.0,5.0,JUST NOW,JUST NOW,0_TO_4_YRS,Delinquent
29271,10000,340.57,RENT,10550.0,650.0,12.0,6298.0,86.3,2.0,LAST YEAR,JUST NOW,5_TO_9_YRS,Not Delinquent
29272,17000,340.57,MORTGAGE,4800.0,770.0,29.0,13605.0,29.4,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29273,10000,340.57,RENT,2916.67,695.0,22.0,22213.0,65.9,0.0,LAST FIVE,JUST NOW,0_TO_4_YRS,Not Delinquent
29275,14000,340.61,MORTGAGE,10833.33,695.0,23.0,23180.0,85.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29277,10000,340.76,MORTGAGE,3000.0,732.0,5.0,6729.0,97.5,1.0,NEVER,NEVER,10_YRS_PLUS,Delinquent
29278,10000,340.76,RENT,3416.67,695.0,7.0,8826.0,86.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29279,10000,340.76,RENT,4167.0,695.0,11.0,757.0,22.9,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29280,10000,340.76,MORTGAGE,3916.67,695.0,27.0,1400.0,77.8,0.0,LAST FIVE,LAST TEN,5_TO_9_YRS,Not Delinquent
29281,10000,340.76,RENT,2666.67,695.0,7.0,16354.0,63.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29283,10000,340.76,RENT,2667.0,669.0,17.0,15968.0,47.8,3.0,LAST FIVE,NEVER,0_TO_4_YRS,Delinquent
29284,10000,340.76,RENT,2875.0,695.0,9.0,8316.0,52.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29285,10000,340.76,RENT,4583.33,695.0,11.0,7284.0,29.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29286,10000,340.76,RENT,5000.0,695.0,13.0,10852.0,64.2,1.0,NEVER,LAST TEN,5_TO_9_YRS,Delinquent
29287,10000,340.76,MORTGAGE,4333.33,695.0,18.0,6641.0,31.6,4.0,LAST TEN,NEVER,0_TO_4_YRS,Delinquent
29288,10000,340.76,RENT,3333.33,695.0,19.0,15615.0,87.7,3.0,NEVER,LAST TEN,0_TO_4_YRS,Delinquent
29290,10000,340.76,RENT,5416.67,695.0,21.0,13875.0,37.2,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29291,10000,340.76,MORTGAGE,3333.33,695.0,23.0,11998.0,48.2,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29292,10000,340.76,OWN,3083.33,695.0,25.0,17473.0,47.9,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29293,10000,340.76,RENT,4000.0,695.0,24.0,1718.0,14.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29294,12625,340.77,MORTGAGE,4500.0,669.0,14.0,0.0,0.0,2.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
29295,10000,340.81,MORTGAGE,3541.67,695.0,16.0,45.0,0.6,3.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
29296,10000,340.81,RENT,4000.0,695.0,7.0,5897.0,90.7,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29297,10000,340.81,RENT,4000.0,695.0,10.0,480.0,96.0,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Delinquent
29298,15500,340.81,MORTGAGE,5416.67,790.0,21.0,6185.0,12.9,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29299,11100,340.82,RENT,3416.67,770.0,18.0,17518.0,62.3,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29300,11100,340.82,RENT,2500.0,770.0,23.0,8747.0,71.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29301,10200,340.84,MORTGAGE,10500.0,695.0,18.0,11459.0,59.1,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
29302,10200,340.84,MORTGAGE,5833.33,695.0,31.0,9817.0,64.2,2.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
29303,10200,340.84,OWN,3750.0,695.0,25.0,8066.0,75.4,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
29304,10200,340.84,OWN,4833.33,695.0,24.0,14592.0,67.3,2.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
29305,10200,340.84,RENT,8333.33,695.0,30.0,8552.0,43.3,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29306,10200,340.84,MORTGAGE,8108.33,695.0,32.0,10090.0,35.6,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
29307,14500,340.86,RENT,3833.33,695.0,17.0,14045.0,94.3,0.0,LAST TEN,NEVER,10_YRS_PLUS,Delinquent
29308,11200,340.88,RENT,3750.0,770.0,16.0,5099.0,27.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
29309,9975,340.88,MORTGAGE,5585.0,669.0,20.0,11574.0,75.6,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29310,11200,340.88,MORTGAGE,4500.0,770.0,28.0,19915.0,26.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
29312,14400,340.99,MORTGAGE,5211.77,695.0,34.0,16695.0,81.8,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
29313,13925,341.01,RENT,6833.33,695.0,18.0,3111.0,88.9,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
29314,15250,341.01,RENT,3000.0,732.0,32.0,5950.0,15.5,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
